product_id,product_title,rating,summary,review
BOA71480,boAt Air Conditioner Prime,4,Average,The iQOO TV offers wireless and superb value for money.
REA35393,Realwear Gaming Console Prime,4,Good,"Amazing Smartphone from Infinix, great performance and design."
BOA97978,boAt Gaming Console X,4,Good,Highly recommend this Tablet if you need touch control.
XIA33835,Xiaomi TV Max,1,Average,Very durable and efficient. Love the dual camera.
NOI77536,Noise Speaker Plus,3,Average,Highly recommend this Monitor if you need water resistant.
XIA29462,Xiaomi Smartphone X,3,Terrific purchase,Very durable and efficient. Love the fast charging.
HIS32974,Hisense Printer Prime,5,Excellent,The Corsair Earbuds offers smart assistant and superb value for money.
NOK39847,Nokia Printer Lite,1,Poor,The Samsung Camera offers fast charging and superb value for money.
HON34708,Honor Speaker Elite,5,Good,Highly recommend this Refrigerator if you need fast charging.
POC76940,POCO Tablet Elite,2,Excellent,One of the best NoiseFit Headphones I’ve ever used.
HAI58907,Haier Smartphone Elite,1,Average,"Amazing Speaker from MSI, great performance and design."
ASU36256,Asus Monitor X,3,Average,Highly recommend this Smartphone if you need long battery life.
REA30712,realme Air Conditioner Go,4,Average,"Amazing TV from Godrej, great performance and design."
PAN61554,Panasonic Air Conditioner X,1,Terrific purchase,One of the best Nikon Refrigerator I’ve ever used.
MOT86610,Motorola Projector Lite,1,Terrific purchase,"Amazing TV from Haier, great performance and design."
HAI20078,Haier Printer Elite,3,Average,Highly recommend this Smartwatch if you need 4K UHD.
BOU95292,Boult Washing Machine Max,1,Terrific purchase,Highly recommend this TV if you need fast charging.
ZEB36188,Zebronics Smartwatch Lite,1,Good,"Amazing Smartphone from Fujifilm, great performance and design."
MSI58637,MSI Monitor Plus,3,Average,Highly recommend this Washing Machine if you need water resistant.
LG11346,LG Monitor Elite,3,Poor,"Amazing Smartwatch from Oppo, great performance and design."
MOT24647,Motorola Laptop Pro,3,Excellent,"Amazing Projector from NoiseFit, great performance and design."
SAM30305,Samsung Headphones Ultra,5,Excellent,"Amazing Laptop from Voltas, great performance and design."
MI90513,Mi Camera Ultra,2,Excellent,Very durable and efficient. Love the OLED display.
HON98458,Honor Smartwatch Pro,5,Good,The Honor Headphones offers touch control and superb value for money.
CRO46863,CrossBeats Printer Ultra,4,Good,The Realwear Projector offers noise cancelling and superb value for money.
ITE96886,Itel Projector Plus,4,Good,One of the best Vivo Washing Machine I’ve ever used.
ASU91584,Asus Smartwatch X,2,Average,Very durable and efficient. Love the touch control.
XIA57065,Xiaomi Smartwatch Plus,4,Terrific purchase,Very durable and efficient. Love the 4K UHD.
XIA44986,Xiaomi Monitor Lite,2,Average,"Amazing Headphones from Realwear, great performance and design."
TOS30548,Toshiba Smartwatch Lite,4,Excellent,The TCL Earbuds offers touch control and superb value for money.
JBL65261,JBL TV Ultra,4,Average,Very durable and efficient. Love the noise cancelling.
TCL54079,TCL Smartphone Plus,2,Terrific purchase,One of the best Google Air Conditioner I’ve ever used.
REA41849,realme Earbuds Elite,4,Excellent,One of the best Vivo Speaker I’ve ever used.
AMA63859,AmazonBasics TV Pro,1,Average,The Dell Laptop offers 4K UHD and superb value for money.
COR55165,Corsair Refrigerator Ultra,4,Poor,The Logitech Camera offers Bluetooth and superb value for money.
LOG86420,Logitech Earbuds X,1,Good,"Amazing Washing Machine from AmazonBasics, great performance and design."
AMA53375,AmazonBasics Laptop Go,2,Terrific purchase,"Amazing Camera from realme, great performance and design."
JBL48366,JBL Smartphone Pro,5,Poor,Highly recommend this Earbuds if you need 4K UHD.
NIK12378,Nikon Smartphone X,2,Average,Very durable and efficient. Love the dual camera.
FUJ33774,Fujifilm Monitor Elite,3,Average,One of the best Fujifilm Gaming Console I’ve ever used.
APP96484,Apple Refrigerator Lite,1,Terrific purchase,One of the best Realwear Washing Machine I’ve ever used.
BLU84766,BlueStar Smartphone Prime,5,Excellent,Very durable and efficient. Love the Bluetooth.
FIR34891,Fire-Boltt Camera Prime,4,Poor,Highly recommend this Refrigerator if you need Bluetooth.
ACE96680,Acer TV Edge,5,Good,The Xiaomi Camera offers fast charging and superb value for money.
HP73863,HP Printer Lite,2,Poor,One of the best Fujifilm Refrigerator I’ve ever used.
MOT25119,Motorola Camera Prime,1,Poor,The MSI Air Conditioner offers smart assistant and superb value for money.
VIV92835,Vivo Gaming Console Pro,1,Terrific purchase,The POCO Gaming Console offers dual camera and superb value for money.
WHI34883,Whirlpool TV Ultra,2,Terrific purchase,The Xiaomi Headphones offers OLED display and superb value for money.
PHI83269,Philips Smartphone X,3,Average,Highly recommend this Refrigerator if you need smart assistant.
LOG33606,Logitech Printer Prime,3,Poor,One of the best LG Camera I’ve ever used.
LAV53481,Lava Washing Machine Elite,5,Average,The Noise TV offers 4K UHD and superb value for money.
MI94089,Mi TV Edge,1,Poor,Highly recommend this TV if you need long battery life.
FUJ84905,Fujifilm Washing Machine Lite,3,Terrific purchase,The Boult Camera offers OLED display and superb value for money.
REA23362,realme Smartphone Prime,1,Excellent,The CrossBeats Smartphone offers noise cancelling and superb value for money.
ONE71538,OnePlus Washing Machine Edge,2,Average,One of the best Motorola Washing Machine I’ve ever used.
MSI68616,MSI Laptop Elite,1,Poor,Highly recommend this Speaker if you need noise cancelling.
HP50342,HP Laptop Ultra,1,Average,Highly recommend this Washing Machine if you need 4K UHD.
ITE28522,Itel Washing Machine Pro,3,Excellent,Very durable and efficient. Love the wireless.
GOO22450,Google Refrigerator Edge,3,Good,"Amazing Headphones from Honor, great performance and design."
HIS52414,Hisense Air Conditioner Go,5,Terrific purchase,Highly recommend this Camera if you need dual camera.
NOI37924,Noise Smartphone Pro,1,Terrific purchase,One of the best Kent Tablet I’ve ever used.
LAV60078,Lava Smartwatch Edge,3,Average,Highly recommend this Printer if you need noise cancelling.
ACE95604,Acer Refrigerator Ultra,1,Average,One of the best Dell Alienware Washing Machine I’ve ever used.
BOA97194,boAt Tablet Edge,2,Poor,The Dell Alienware Gaming Console offers smart assistant and superb value for money.
HP64387,HP TV Max,3,Poor,The Corsair Laptop offers dual camera and superb value for money.
LG22651,LG Air Conditioner X,5,Good,Highly recommend this Refrigerator if you need OLED display.
XIA33960,Xiaomi Smartphone Go,3,Poor,The Godrej TV offers OLED display and superb value for money.
ONE95665,OnePlus Monitor Lite,1,Good,Highly recommend this Camera if you need touch control.
ITE56021,Itel Headphones Go,2,Average,"Amazing Gaming Console from Nokia, great performance and design."
HYP39629,HyperX Headphones Plus,2,Poor,Very durable and efficient. Love the smart assistant.
TCL62121,TCL Gaming Console X,2,Average,The Asus Smartwatch offers Bluetooth and superb value for money.
SON14715,Sony Earbuds Prime,3,Terrific purchase,The Canon Smartphone offers smart assistant and superb value for money.
TOS70958,Toshiba Headphones Edge,1,Poor,Very durable and efficient. Love the Bluetooth.
POC67298,POCO Printer Pro,5,Good,The Motorola Headphones offers noise cancelling and superb value for money.
JBL30464,JBL Projector Max,5,Poor,"Amazing Headphones from Noise, great performance and design."
ONE23418,OnePlus Earbuds Edge,3,Average,"Amazing Smartwatch from Logitech, great performance and design."
HAI25019,Haier TV Lite,1,Terrific purchase,One of the best Lava Headphones I’ve ever used.
GOO37049,Google Smartwatch Lite,1,Average,"Amazing Laptop from Haier, great performance and design."
JBL96856,JBL Refrigerator Pro,2,Poor,Very durable and efficient. Love the OLED display.
BOA93749,boAt Projector Prime,1,Good,The Toshiba Air Conditioner offers dual camera and superb value for money.
REA88242,realme Speaker Plus,2,Average,Very durable and efficient. Love the wireless.
TEC13237,Tecno Refrigerator Plus,4,Excellent,"Amazing TV from NoiseFit, great performance and design."
JBL93818,JBL TV Pro,1,Average,The Logitech Washing Machine offers noise cancelling and superb value for money.
BOA33228,boAt Gaming Console Prime,1,Poor,The Voltas Laptop offers 4K UHD and superb value for money.
IQO71089,iQOO Projector Prime,5,Poor,One of the best boAt Camera I’ve ever used.
OPP63326,Oppo Projector Max,3,Average,Very durable and efficient. Love the water resistant.
FUJ63970,Fujifilm Air Conditioner Lite,5,Excellent,Very durable and efficient. Love the Bluetooth.
NOI37599,Noise Monitor Prime,2,Good,Very durable and efficient. Love the 4K UHD.
MOT53215,Motorola Refrigerator X,4,Terrific purchase,Very durable and efficient. Love the wireless.
LAV83495,Lava Gaming Console Elite,4,Excellent,One of the best Syska Camera I’ve ever used.
HYP71293,HyperX Projector Edge,1,Average,Highly recommend this Earbuds if you need dual camera.
BLU78459,BlueStar Washing Machine Ultra,4,Poor,The JBL Headphones offers Bluetooth and superb value for money.
IQO40555,iQOO Washing Machine Pro,3,Excellent,One of the best Godrej Earbuds I’ve ever used.
COR64072,Corsair Tablet Pro,4,Good,"Amazing Printer from Canon, great performance and design."
PAN58634,Panasonic Monitor Elite,3,Good,"Amazing Tablet from Godrej, great performance and design."
KEN99786,Kent TV Prime,2,Poor,Highly recommend this Headphones if you need OLED display.
BOA82440,boAt Refrigerator Max,1,Good,Very durable and efficient. Love the Bluetooth.
VOL55275,Voltas Speaker Ultra,4,Good,The NoiseFit Smartwatch offers water resistant and superb value for money.
ZEB24211,Zebronics Earbuds Edge,4,Poor,The Philips Monitor offers touch control and superb value for money.
COR32287,Corsair Gaming Console Lite,4,Good,One of the best Godrej Gaming Console I’ve ever used.
FIR65932,Fire-Boltt Air Conditioner Prime,4,Good,"Amazing Gaming Console from Fujifilm, great performance and design."
TEC66303,Tecno Speaker Ultra,1,Terrific purchase,Very durable and efficient. Love the smart assistant.
VIV11787,Vivo Projector Ultra,4,Poor,One of the best MSI Printer I’ve ever used.
ASU69877,Asus Washing Machine Go,4,Average,The JBL Camera offers 4K UHD and superb value for money.
BOU31425,Boult Gaming Console Lite,3,Good,Very durable and efficient. Love the noise cancelling.
ASU75048,Asus TV Plus,4,Good,Very durable and efficient. Love the smart assistant.
NOI88670,Noise Tablet Pro,3,Terrific purchase,Highly recommend this Speaker if you need fast charging.
HON70664,Honor Smartwatch Pro,5,Terrific purchase,One of the best iQOO Smartwatch I’ve ever used.
ONE51021,OnePlus Refrigerator Max,2,Good,Very durable and efficient. Love the OLED display.
PHI35357,Philips Projector X,2,Terrific purchase,Very durable and efficient. Love the long battery life.
ONE18841,OnePlus Air Conditioner Lite,5,Terrific purchase,Highly recommend this Tablet if you need water resistant.
XIA62463,Xiaomi Smartphone Max,5,Good,The BlueStar Gaming Console offers Bluetooth and superb value for money.
SYS40419,Syska Speaker Edge,5,Terrific purchase,"Amazing Projector from Lava, great performance and design."
VOL85539,Voltas Projector Pro,3,Good,Highly recommend this Headphones if you need long battery life.
ASU45696,Asus Projector Ultra,2,Terrific purchase,"Amazing Tablet from Kent, great performance and design."
LOG88233,Logitech Monitor X,2,Average,Highly recommend this Air Conditioner if you need Bluetooth.
NOI11623,NoiseFit Tablet Max,1,Poor,One of the best Godrej Gaming Console I’ve ever used.
HYP20551,HyperX Monitor Lite,5,Terrific purchase,The HP Omen Camera offers noise cancelling and superb value for money.
HP 58368,HP Omen Projector Prime,3,Good,Highly recommend this Earbuds if you need fast charging.
MOT20884,Motorola Earbuds Elite,1,Good,"Amazing Refrigerator from Fujifilm, great performance and design."
ITE56286,Itel Laptop Plus,2,Excellent,"Amazing Headphones from Honor, great performance and design."
NOI81269,Noise Smartphone Ultra,2,Terrific purchase,Very durable and efficient. Love the 4K UHD.
LG87098,LG Washing Machine Ultra,3,Good,Very durable and efficient. Love the Bluetooth.
INF63735,Infinix Gaming Console Prime,1,Excellent,One of the best TCL Smartwatch I’ve ever used.
CAN59928,Canon Headphones Edge,5,Excellent,One of the best Syska Monitor I’ve ever used.
SON91945,Sony Refrigerator Go,3,Poor,Highly recommend this TV if you need Bluetooth.
HAV48782,Havells Earbuds Edge,2,Terrific purchase,"Amazing Monitor from HP, great performance and design."
NOI90578,NoiseFit Gaming Console Plus,3,Good,Highly recommend this Gaming Console if you need smart assistant.
KEN90080,Kent TV Edge,2,Excellent,"Amazing Speaker from Lava, great performance and design."
PHI83650,Philips Speaker Ultra,1,Excellent,The Sony Speaker offers noise cancelling and superb value for money.
GOD68356,Godrej Printer Max,5,Poor,Very durable and efficient. Love the touch control.
TEC29759,Tecno Air Conditioner Lite,3,Good,One of the best HP Refrigerator I’ve ever used.
REA51324,Realwear Gaming Console Prime,5,Poor,The BlueStar Printer offers OLED display and superb value for money.
ZEB25403,Zebronics Speaker Elite,4,Average,"Amazing Air Conditioner from Havells, great performance and design."
REA44542,realme Printer Prime,5,Excellent,One of the best Realwear Smartphone I’ve ever used.
LEN20058,Lenovo Speaker X,4,Average,The realme Smartwatch offers long battery life and superb value for money.
HAI50332,Haier Camera X,2,Terrific purchase,Highly recommend this Headphones if you need smart assistant.
LG51580,LG Air Conditioner Pro,5,Good,"Amazing Air Conditioner from Lava, great performance and design."
HON37647,Honor Washing Machine Elite,4,Good,Very durable and efficient. Love the dual camera.
BOA60618,boAt Speaker X,4,Excellent,Very durable and efficient. Love the touch control.
COR77918,Corsair Earbuds Plus,1,Terrific purchase,The OnePlus Washing Machine offers Bluetooth and superb value for money.
ITE41016,Itel Printer X,4,Poor,"Amazing Monitor from Infinix, great performance and design."
AMA92230,AmazonBasics Air Conditioner Prime,3,Average,"Amazing Refrigerator from Xiaomi, great performance and design."
REA44940,realme Printer Lite,5,Average,Highly recommend this Tablet if you need fast charging.
HP10929,HP Earbuds Elite,2,Good,The Godrej Headphones offers water resistant and superb value for money.
HON40663,Honor Printer Pro,5,Poor,"Amazing TV from NoiseFit, great performance and design."
VOL26788,Voltas Earbuds X,3,Poor,The Syska Gaming Console offers OLED display and superb value for money.
FUJ80689,Fujifilm Tablet Ultra,2,Poor,The JBL Projector offers water resistant and superb value for money.
REA56435,realme Projector Pro,5,Poor,One of the best Motorola Tablet I’ve ever used.
APP47509,Apple TV Ultra,5,Terrific purchase,Very durable and efficient. Love the fast charging.
VIV49130,Vivo Headphones Ultra,5,Excellent,Highly recommend this Laptop if you need noise cancelling.
ZEB36199,Zebronics Smartphone Go,3,Good,The Lava Washing Machine offers dual camera and superb value for money.
TOS61101,Toshiba Monitor Edge,3,Good,Very durable and efficient. Love the long battery life.
HON47328,Honor Smartwatch Go,1,Good,Highly recommend this Smartwatch if you need noise cancelling.
NIK63961,Nikon Speaker Max,4,Good,"Amazing TV from TCL, great performance and design."
REA65725,Realwear TV Elite,1,Poor,Highly recommend this Washing Machine if you need long battery life.
DEL83569,Dell Alienware Smartwatch Go,2,Average,"Amazing Camera from Apple, great performance and design."
NOI90218,NoiseFit Speaker Pro,3,Good,Highly recommend this Speaker if you need dual camera.
ASU77009,Asus Monitor Ultra,3,Excellent,"Amazing Smartwatch from Corsair, great performance and design."
FUJ55180,Fujifilm TV Edge,3,Average,Highly recommend this Printer if you need smart assistant.
BOU97311,Boult Printer X,5,Average,"Amazing Camera from Sony, great performance and design."
IQO48340,iQOO Printer Plus,2,Excellent,One of the best OnePlus Earbuds I’ve ever used.
LOG69114,Logitech Speaker Go,1,Excellent,Very durable and efficient. Love the wireless.
SYS82718,Syska Air Conditioner Lite,4,Poor,Very durable and efficient. Love the water resistant.
TEC33750,Tecno Projector Prime,2,Excellent,Very durable and efficient. Love the dual camera.
OPP45023,Oppo Laptop Go,4,Poor,Very durable and efficient. Love the water resistant.
REA99046,realme Refrigerator Ultra,1,Excellent,Highly recommend this Monitor if you need 4K UHD.
TEC38382,Tecno Laptop Ultra,2,Average,"Amazing Speaker from Panasonic, great performance and design."
BOU26056,Boult Laptop Max,5,Poor,Very durable and efficient. Love the Bluetooth.
HAI70640,Haier Projector Ultra,5,Poor,"Amazing Monitor from Noise, great performance and design."
INF87082,Infinix Refrigerator Prime,3,Average,The Acer Air Conditioner offers dual camera and superb value for money.
HON81815,Honor Printer Ultra,5,Poor,"Amazing Projector from OnePlus, great performance and design."
NOK88581,Nokia Camera Max,2,Excellent,"Amazing Gaming Console from Acer, great performance and design."
TEC16852,Tecno Gaming Console Pro,1,Average,The Godrej Speaker offers noise cancelling and superb value for money.
GOO33036,Google Tablet Edge,3,Average,Highly recommend this Smartwatch if you need fast charging.
KEN48486,Kent Laptop Edge,1,Good,"Amazing Projector from Haier, great performance and design."
REA23983,Realwear Smartwatch Prime,2,Good,Highly recommend this Camera if you need smart assistant.
COR25299,Corsair Printer X,3,Terrific purchase,Highly recommend this Tablet if you need dual camera.
SYS34184,Syska Monitor Elite,3,Average,"Amazing Printer from Hisense, great performance and design."
OPP97323,Oppo TV Pro,1,Average,Very durable and efficient. Love the noise cancelling.
BOA14744,boAt Projector Lite,2,Excellent,Very durable and efficient. Love the long battery life.
APP54763,Apple Smartphone Edge,1,Good,Highly recommend this Speaker if you need long battery life.
LG46583,LG Tablet Max,4,Poor,"Amazing Camera from Whirlpool, great performance and design."
INF24017,Infinix Washing Machine Elite,2,Excellent,"Amazing Printer from Lenovo, great performance and design."
HON84610,Honor Camera Edge,3,Terrific purchase,Highly recommend this Earbuds if you need smart assistant.
HAV53816,Havells Tablet Go,2,Average,Highly recommend this Refrigerator if you need smart assistant.
HAI27452,Haier Headphones Lite,5,Poor,Very durable and efficient. Love the fast charging.
ONE82429,OnePlus Headphones Go,1,Good,Highly recommend this Projector if you need Bluetooth.
ONE23883,OnePlus Printer Lite,1,Poor,One of the best Whirlpool Earbuds I’ve ever used.
NOK43002,Nokia Refrigerator X,4,Terrific purchase,One of the best Toshiba Camera I’ve ever used.
MOT70010,Motorola Camera Lite,4,Poor,Highly recommend this Refrigerator if you need fast charging.
LEN84293,Lenovo Tablet Ultra,2,Poor,One of the best Kent Gaming Console I’ve ever used.
CAN17954,Canon Projector Elite,5,Terrific purchase,"Amazing Monitor from Honor, great performance and design."
COR63473,Corsair Air Conditioner Pro,5,Good,The Canon Gaming Console offers 4K UHD and superb value for money.
DEL86734,Dell Air Conditioner Elite,5,Average,"Amazing Gaming Console from Asus, great performance and design."
INF52149,Infinix Smartwatch Prime,5,Terrific purchase,One of the best Panasonic Gaming Console I’ve ever used.
REA54115,realme Laptop Pro,3,Excellent,"Amazing Tablet from POCO, great performance and design."
ONE76208,OnePlus Air Conditioner Max,2,Average,"Amazing Laptop from OnePlus, great performance and design."
REA10063,realme Gaming Console Pro,2,Terrific purchase,The Samsung Refrigerator offers fast charging and superb value for money.
HON77475,Honor Laptop Max,5,Poor,"Amazing Printer from Hisense, great performance and design."
GOD74944,Godrej Projector Ultra,4,Average,The Mi Air Conditioner offers touch control and superb value for money.
MOT99128,Motorola Monitor Elite,1,Terrific purchase,One of the best Toshiba Smartwatch I’ve ever used.
CRO25087,CrossBeats Headphones Edge,1,Excellent,The Haier Monitor offers touch control and superb value for money.
KEN35133,Kent Gaming Console Max,1,Good,"Amazing Washing Machine from Honor, great performance and design."
VIV95314,Vivo TV Go,3,Good,Very durable and efficient. Love the water resistant.
MSI47109,MSI Air Conditioner Max,2,Terrific purchase,The BlueStar Laptop offers Bluetooth and superb value for money.
WHI35854,Whirlpool Laptop Edge,3,Average,Highly recommend this Headphones if you need dual camera.
NIK79972,Nikon Camera Lite,2,Poor,One of the best JBL Smartphone I’ve ever used.
HAI13064,Haier Printer X,2,Poor,Very durable and efficient. Love the dual camera.
REA84191,realme Air Conditioner Max,2,Poor,The OnePlus Earbuds offers dual camera and superb value for money.
KEN60751,Kent Refrigerator X,4,Good,The Hisense Laptop offers smart assistant and superb value for money.
BOU76263,Boult Smartwatch Max,3,Excellent,The Mi Refrigerator offers touch control and superb value for money.
ACE85341,Acer Speaker Pro,1,Average,"Amazing Printer from Kent, great performance and design."
GOD29843,Godrej Printer Prime,3,Poor,Highly recommend this Refrigerator if you need Bluetooth.
HIS79633,Hisense Air Conditioner Prime,1,Average,"Amazing Earbuds from Noise, great performance and design."
TOS77764,Toshiba Printer Go,4,Good,The TCL Air Conditioner offers fast charging and superb value for money.
BOU82469,Boult Smartwatch Go,4,Terrific purchase,Very durable and efficient. Love the smart assistant.
LAV92382,Lava Laptop Elite,2,Average,"Amazing TV from Hisense, great performance and design."
BOA86239,boAt Refrigerator Max,1,Poor,The Sony Headphones offers dual camera and superb value for money.
LOG68157,Logitech Headphones Plus,3,Excellent,One of the best Google Refrigerator I’ve ever used.
PHI59437,Philips Gaming Console Max,3,Average,Highly recommend this TV if you need water resistant.
HAI81290,Haier Printer Prime,3,Average,The Boult TV offers fast charging and superb value for money.
NOK36069,Nokia Printer Max,1,Poor,Highly recommend this Gaming Console if you need water resistant.
GOO40731,Google Laptop X,3,Terrific purchase,One of the best NoiseFit Laptop I’ve ever used.
SAM73964,Samsung Printer Ultra,1,Terrific purchase,One of the best Nikon Gaming Console I’ve ever used.
LOG17995,Logitech Washing Machine Go,2,Terrific purchase,Highly recommend this Washing Machine if you need 4K UHD.
APP55269,Apple Smartwatch Lite,5,Good,"Amazing Washing Machine from Motorola, great performance and design."
NOI20461,NoiseFit Printer Edge,5,Terrific purchase,Very durable and efficient. Love the dual camera.
MOT97640,Motorola Speaker Go,3,Average,One of the best Godrej Headphones I’ve ever used.
GOD11747,Godrej Smartwatch Max,1,Average,One of the best Fujifilm Gaming Console I’ve ever used.
SYS84276,Syska Printer Plus,1,Good,One of the best Honor Air Conditioner I’ve ever used.
TCL36300,TCL Smartphone Lite,1,Terrific purchase,Very durable and efficient. Love the Bluetooth.
ITE78219,Itel Headphones Go,1,Terrific purchase,The Apple Laptop offers wireless and superb value for money.
AMA52796,AmazonBasics Air Conditioner Pro,2,Excellent,One of the best Infinix Printer I’ve ever used.
WHI61201,Whirlpool Smartphone Prime,3,Good,"Amazing Monitor from Lava, great performance and design."
DEL93010,Dell Air Conditioner Go,4,Average,The Infinix Smartwatch offers dual camera and superb value for money.
MOT29594,Motorola Headphones Lite,4,Good,Very durable and efficient. Love the dual camera.
MOT53992,Motorola Gaming Console Elite,2,Good,The Oppo TV offers Bluetooth and superb value for money.
NOI48195,NoiseFit Air Conditioner Edge,3,Good,One of the best TCL TV I’ve ever used.
PHI37169,Philips Smartwatch Pro,5,Good,The Corsair Smartphone offers touch control and superb value for money.
DEL18387,Dell Alienware Smartphone Max,1,Average,Highly recommend this Headphones if you need smart assistant.
GOD26619,Godrej Monitor Ultra,5,Poor,The Hisense Tablet offers dual camera and superb value for money.
XIA60911,Xiaomi Washing Machine Edge,3,Good,One of the best Infinix Earbuds I’ve ever used.
BOA51479,boAt Smartphone Pro,5,Good,"Amazing Laptop from Toshiba, great performance and design."
HIS99493,Hisense TV Pro,5,Poor,The Xiaomi Laptop offers dual camera and superb value for money.
BOU73249,Boult Air Conditioner Pro,1,Terrific purchase,The Apple Gaming Console offers touch control and superb value for money.
PHI13618,Philips Monitor Max,2,Poor,Highly recommend this Refrigerator if you need OLED display.
PHI10550,Philips Camera Elite,2,Average,One of the best Motorola Laptop I’ve ever used.
GOO67959,Google Laptop X,5,Poor,Very durable and efficient. Love the fast charging.
NOI43055,NoiseFit TV X,4,Good,The CrossBeats Refrigerator offers smart assistant and superb value for money.
BOU40816,Boult Refrigerator X,2,Excellent,Very durable and efficient. Love the water resistant.
IQO17760,iQOO Refrigerator Prime,2,Poor,"Amazing Camera from HP Omen, great performance and design."
POC93257,POCO Tablet Plus,4,Poor,The Samsung Monitor offers long battery life and superb value for money.
HIS71375,Hisense Refrigerator Edge,1,Excellent,Highly recommend this Headphones if you need 4K UHD.
JBL29196,JBL Gaming Console Plus,5,Poor,Highly recommend this Smartphone if you need dual camera.
BOA29274,boAt Laptop X,1,Excellent,One of the best boAt Refrigerator I’ve ever used.
HIS18765,Hisense Washing Machine Elite,4,Good,Very durable and efficient. Love the 4K UHD.
HAV53352,Havells TV Ultra,1,Good,The Fujifilm Earbuds offers Bluetooth and superb value for money.
REA47868,realme Camera Plus,1,Poor,One of the best Boult Gaming Console I’ve ever used.
BOU93624,Boult TV Ultra,2,Average,One of the best Honor Laptop I’ve ever used.
PHI12721,Philips Washing Machine Lite,3,Poor,Highly recommend this Projector if you need touch control.
COR67416,Corsair Tablet Pro,2,Terrific purchase,"Amazing Smartwatch from Fujifilm, great performance and design."
APP59071,Apple TV Elite,2,Average,Highly recommend this TV if you need noise cancelling.
FUJ24264,Fujifilm Monitor Pro,2,Average,"Amazing Printer from Fujifilm, great performance and design."
SAM37123,Samsung Earbuds Max,5,Good,Highly recommend this Camera if you need long battery life.
LG68564,LG Monitor Max,4,Good,Very durable and efficient. Love the water resistant.
PAN39597,Panasonic Speaker Ultra,2,Good,The Realwear Laptop offers smart assistant and superb value for money.
MSI87563,MSI Smartphone Pro,3,Excellent,Very durable and efficient. Love the OLED display.
LAV54056,Lava Printer Ultra,3,Average,One of the best Vivo Smartphone I’ve ever used.
ASU84781,Asus Camera Go,3,Excellent,One of the best POCO TV I’ve ever used.
VIV21292,Vivo Smartphone Lite,4,Excellent,Very durable and efficient. Love the noise cancelling.
ITE29076,Itel Speaker Max,3,Excellent,Very durable and efficient. Love the OLED display.
OPP70788,Oppo Speaker Prime,4,Terrific purchase,One of the best Lava Laptop I’ve ever used.
TOS84369,Toshiba Monitor Edge,2,Excellent,Highly recommend this Tablet if you need fast charging.
TEC23032,Tecno Tablet Edge,1,Excellent,Highly recommend this Air Conditioner if you need wireless.
ACE22365,Acer Earbuds Lite,5,Excellent,Highly recommend this Monitor if you need dual camera.
MI19440,Mi Camera Plus,3,Excellent,Highly recommend this Printer if you need dual camera.
NOI33804,NoiseFit Smartwatch Elite,2,Excellent,"Amazing Washing Machine from Infinix, great performance and design."
IQO61733,iQOO Laptop X,4,Good,One of the best iQOO Earbuds I’ve ever used.
ASU90304,Asus Smartphone Max,5,Excellent,Highly recommend this Laptop if you need long battery life.
INF15738,Infinix Headphones Go,4,Terrific purchase,One of the best Lava Headphones I’ve ever used.
GOO50403,Google Headphones Prime,2,Excellent,"Amazing Smartphone from Haier, great performance and design."
LAV82509,Lava TV Ultra,5,Good,The HyperX Headphones offers water resistant and superb value for money.
HAV22039,Havells Earbuds Ultra,3,Terrific purchase,"Amazing TV from Zebronics, great performance and design."
NOI63963,Noise Camera Pro,5,Average,The HP Omen Washing Machine offers noise cancelling and superb value for money.
DEL51579,Dell Alienware Earbuds Max,4,Average,One of the best Apple Air Conditioner I’ve ever used.
NIK53476,Nikon Gaming Console Plus,1,Poor,"Amazing Printer from Dell Alienware, great performance and design."
HP70118,HP Gaming Console Max,2,Terrific purchase,One of the best JBL TV I’ve ever used.
PAN51709,Panasonic Air Conditioner Max,4,Terrific purchase,"Amazing Laptop from Oppo, great performance and design."
HP56736,HP Laptop Pro,1,Good,The boAt Projector offers touch control and superb value for money.
HIS92565,Hisense Speaker Prime,3,Terrific purchase,Very durable and efficient. Love the OLED display.
COR20131,Corsair Earbuds Pro,3,Good,"Amazing Washing Machine from Voltas, great performance and design."
LG29513,LG Air Conditioner Pro,3,Poor,Highly recommend this Camera if you need OLED display.
WHI99055,Whirlpool TV Go,4,Average,Very durable and efficient. Love the fast charging.
BLU43927,BlueStar Gaming Console Pro,3,Poor,One of the best Sony Gaming Console I’ve ever used.
GOD23818,Godrej Monitor Prime,3,Poor,"Amazing Tablet from Dell, great performance and design."
NIK62814,Nikon Projector Plus,2,Excellent,One of the best Boult Washing Machine I’ve ever used.
HP 85178,HP Omen Speaker Prime,2,Average,One of the best HyperX Smartphone I’ve ever used.
FIR20776,Fire-Boltt Gaming Console Prime,3,Average,"Amazing Refrigerator from Nokia, great performance and design."
TEC74363,Tecno Projector Ultra,1,Terrific purchase,One of the best Noise Laptop I’ve ever used.
HP 32122,HP Omen Air Conditioner Pro,5,Average,Highly recommend this Tablet if you need wireless.
POC37003,POCO Earbuds Max,4,Terrific purchase,One of the best Philips TV I’ve ever used.
DEL52364,Dell Alienware Tablet Plus,3,Excellent,Highly recommend this Camera if you need noise cancelling.
OPP10406,Oppo Projector Pro,5,Poor,Very durable and efficient. Love the touch control.
